ranking,band_singer,title,year,song_id,lyrics
7,Chubby Checker,Pony Time,1961,1293088,"5 ContributorsPony Time Lyrics[Intro]
It's Pony time, get up
(Boogety, boogety, boogety, boogety shoo)

[Verse 1]
Hey now, everybody (Boogety, boogety, boogety, boogety shoo)
In the union hall (Boogety, boogety, boogety, boogety shoo)
It's Pony time (Boogety, boogety, boogety, boogety shoo)
When you hear this call (Boogety, boogety, boogety, boogety shoo)

[Refrain]
So, get with it, hoo
(Don't quit it), Get up
(Boogety, boogety, boogety, boogety shoo)

[Verse 2]
Do the Pony with your partner (Boogety, boogety, boogety, boogety shoo)
Or in a big boss line (Boogety, boogety, boogety, boogety shoo)
Well, any way you do it (Boogety, boogety, boogety, boogety shoo)
You're gonna look real fine (Boogety, boogety, boogety, boogety shoo)

[Refrain]
So, get with it, hoo
(Don't quit it), Get up
(Boogety, boogety, boogety, boogety shoo)
You might also like[Chorus]
Now, you turn to the left when I say, ""Gee""
You turn to the right when I say, ""Haw""
Now, ""Gee"", dance, dance, little baby
Now, ""Haw"", yeah
Oh, baby (Oh, baby), oh, baby (oh, baby)
Pony baby (Oh, baby), do it baby (oh, baby)
Oh baby (Oh, baby), oh baby (oh, baby)
(Boogety, boogety, boogety, boogety shoo)

[Verse 3]
Go and see little Suzie (Boogety, boogety, boogety, boogety shoo)
Who lives next door (Boogety, boogety, boogety, boogety shoo)
She's doin' the Pony (Boogety, boogety, boogety, boogety shoo)
She's takin' the floor (Boogety, boogety, boogety, boogety shoo)

[Refrain]
Ee-ah, so get with it, hoo
(Don't quit it), Get up
(Boogety, boogety, boogety, boogety shoo)

[Saxophone Solo]

[Verse 2]
Do the Pony with your partner (Boogety, boogety, boogety, boogety shoo)
Or in a big boss line (Boogety, boogety, boogety, boogety shoo)
But any way you do it (Boogety, boogety, boogety, boogety shoo)
You're gonna look real fine (Boogety, boogety, boogety, boogety shoo)
[Refrain]
So, get with it, hoo
(Don't quit it), Uh, get up
(Boogety, boogety, boogety, boogety shoo)

[Chorus]
Ee-ah, you turn to the left when I say, ""Gee""
You turn to the right when I say, ""Haw""
Now, ""Gee"", dance, dance, little baby
Now, ""Haw"", yeah
Oh, baby (Oh, baby), oh, baby (oh, baby)
Pony baby (Oh, baby), do it baby (oh, baby)
Oh baby (Oh, baby), oh baby (oh, baby)
(Boogety, boogety, boogety, boogety shoo)Embed"
9,Dee Clark,Raindrops,1961,1579118,"3 ContributorsRaindrops Lyrics[Chorus]
Oh, raindrops
So many raindrops
It feels like raindrops
Falling from my eye-eyes
Falling from my eyes

[Verse 1]
Since my love has left me
I'm so all alone
I would bring her back to me
But I don't know where she's gone
I don't know where she's gone

[Pre-Chorus]
There must be a cloud in my head
Rain keeps falling from my eye-eyes
Oh, no it can't be teardrops
For a man ain't supposed to cry

[Chorus]
So it must be raindrops
So many raindrops
It feels like raindrops
Falling from my eye-eyes
Falling from my eyes
You might also like[Instrumental Break]

[Pre-Chorus]
Oh, there must be a cloud in my head
Rain keeps falling from my eye-eyes
Oh, no it can't be teardrops
For a man ain't supposed to cry

[Chorus]
So it must be raindrops
So many raindrops
It feels like raindrops
Falling from my eye-eyes
Falling from my eyes

[Outro]
It keeps on fallin'
Fallin' from my eyes
Whoo, it keeps on fallin' from my eyes
Falling from my eyes1Embed"
10,Joe Dowell,Wooden Heart,1961,1166436,"4 ContributorsWooden Heart LyricsCan't you see, I love you
Please don't break my heart in two
That's not hard to do
'Cause I don't have a wooden heart

And if you say goodbye
Then I know that I would cry
Maybe I would die
'Cause I don't have a wooden heart

There are no strings upon this love of mine
It was always you from the start
Treat me nice, treat me good, treat me like you know you should
'Cause I'm not made of wood and I don't have a wooden heartYou might also likeEmbed"
2,Ray Charles,I Can't Stop Loving You,1962,432704,"8 ContributorsI Can’t Stop Loving You Lyrics[Chorus]
I can't stop loving you, I've made up my mind
To live in memories of the lonesome times
I can't stop wanting you, it's useless to say
So I'll just live my life in dreams of yesterdays, dreams of yesterday

[Verse 1]
Those happy hours that we once knew
Though long ago, they still make me blue
They say that time heals a broken heart
But time has stood still since we've been apart, yeah

[Chorus]
I can't stop loving you, I've made up my mind
To live in memories of the lonesome times
I can't stop wanting you, it's useless to say
So I'll just live my life in dreams of yesterdays

[Verse 2]
Those happy hours (Those happy hours)
That we once knew (That we once knew)
Though long ago (Though long ago)
Still make me blue (Still make me blue)
They say that time (They say that time)
Heals a broken heart (Heals a broken heart)
But time has stood still (Time has stood still)
Since we've been apart (Since we've been apart)
You might also like[Chorus]
I can't stop loving you, I said I've made up my mind
To live in memories of the lonesome times, sing the song to me
I can't stop wanting you, it's useless to say
So I'll just live my life of dreams of yesterdays, of yesterdays2Embed"
3,Dee Dee Sharp,Mashed Potato Time,1962,1730582,"11 ContributorsMashed Potato Time Lyrics[Intro]
(It's the latest, it's the greatest, Mashed Potato)
Yeah, yeah, yeah, yeah

[Verse 1]
A Mashed Potato started long time ago (Wah ooh)
With a guy named Sloppy Joe (Wah ooh)
You'll find this dance is so cool to do (Wah ooh)
Come on baby, wanna teach it to you

[Chorus]
(Mashed Potato) Get up to the beat now
(Mashed Potato) Mmm, come on and twist your feet now, baby
(It's the latest) Come on, honey
(It's the greatest) Come on, baby
(Mashed Potato) Mmm, yeah, yeah, yeah, yeah

[Verse 2]
And then this dance just grew and grew (Wah ooh)
They look for records they can do it to (Wah ooh)
They found this dance was outta sight (Wah ooh)
Doin' The Lion Sleeps Tonight

[Chorus]
(Mashed Potato) Yeah, weem-o-wep a weem-o-wep a
(Mashed Potato)  Mmm, yeah, yeah, yeah, yeah
(It's the latest) Aw, baby
(It's the greatest) Come on, honey
(Mashed Potato) Yeah, yeah, yeah, yeah
You might also like(Wah ooh)
(Wah ooh)
(Wah ooh)
(Wah ooh)

[Verse 3]
Now everybody is doin' fine (Wah ooh)
They dance alone or a big boss line (Wah ooh)
Then they discovered it's the most, man (Wah ooh)
The day they did it to Please Mr. Postman

[Chorus]
(Mashed Potato) Wait a minute, wait a minute
(Mashed Potato) Mmm, deliver de letter
(It's the latest) Come on, baby
(It's the greatest) Oh, honey
(Mashed Potato) Yeah, yeah, yeah, yeah

[Verse 4]
Well, they got with it more and more (Wah ooh)
You ought to see 'em around the floor (Wah ooh)
The Mashed Potato took a long, long list (Wah ooh)
They even do it to Dear Lady Twist

[Chorus]
(Mashed Potato) Mmm, get up from your chair now
(Mashed Potato) Yeah, yeah, yeah, yeah
(It's the latest) Come on, baby
(It's the greatest) Ah, honey
(Mashed Potato) Yeah, yeah, yeah, yeah
[Outro]
(Mashed Potato) Brrr, feel that groovy beat now1Embed"
4,Bobby Vinton,Roses Are Red (My Love),1962,563312,"8 ContributorsRoses Are Red (My Love) Lyrics[Intro]
Roses are red, my love
Du-du-du-du

[Verse 1]
A long, long time ago
On graduation day
You handed me your book
I signed this way

[Chorus]
Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you

[Verse 2]
We dated through high school
And when the big day came
I wrote into your book
Next to my name

[Chorus]
Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you
You might also like[Verse 3]
Then I went far away
And you found someone new
I read your letter dear
And I wrote back to you

[Refrain]
Roses are red, my love
Violets are blue
Sugar is sweet, my love
Good luck may God bless you

[Verse 4]
Is that your little girl?
She looks a lot like you
Someday some boy will write
In her book, too

[Chorus]
Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you
Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you1Embed"
6,Shelley Fabares,Johnny Angel,1962,1521166,"10 ContributorsJohnny Angel Lyrics[Intro]
(Johnny Angel, Johnny Angel, Johnny Angel)
Johnny Angel, you're an angel to me

[Verse 1]
Johnny Angel, how I love him
He's got something that I can't resist
But he doesn't even know that I exist

[Verse 2]
Johnny Angel, how I want him
How I tingle when he passes by
Every time he says hello, my heart begins to fly

[Pre-Chorus]
(I'm in Heaven) I get carried away
I dream of him and me
And how it's gonna be
(Other fellas) Call me up for a date
But I just sit and wait
I'd rather concentrate

[Chorus]
On Johnny Angel (Johnny Angel)
'Cause I love him ('Cause I love him)
And I pray that someday he'll love me
And together we will see
How lovely Heaven will be
You might also like[Pre-Chorus]
(I'm in Heaven) I get carried away
I dream of him and me
And how it's gonna be
(Other fellas) Call me up for a date
But I just sit and wait
I'd rather concentrate

[Chorus]
On Johnny Angel (Johnny Angel)
'Cause I love him ('Cause I love him)
And I pray that someday he'll love me
And together we will see
How lovely Heaven will be

[Outro]
(Johnny Angel, Johnny Angel)
Johnny Angel (Johnny Angel)
You're an angel to me
(Johnny Angel, Johnny Angel)
Johnny Angel (Johnny Angel)
You're an angel to me
(Johnny Angel, Johnny Angel)
Johnny AngelEmbed"
7,Little Eva,The Loco-Motion,1962,155023,"23 ContributorsThe Loco-Motion Lyrics[Intro]

[Verse 1]
Everybody's doin' a brand new dance, now
(Come on, baby, do the Loco-Motion)
I know you'll get to like it if you give it a chance now
(Come on, baby, do the Loco-Motion)
My little baby sister can do it with me
It's easier than learnin' your ABCs
So come on, come on
Do the Loco-Motion with me

[Chorus]
You gotta swing your hips, now
Come on, baby
Jump up, jump back
Well, I think you've got the knack
Whoa, whoa

[Verse 2]
Now that you can do it, let's make a chain, now
(Come on, baby, do the Loco-Motion)
A chugga-chugga motion like a railroad train, now
(Come on, baby, do the Loco-Motion)
Do it nice and easy, now, don't lose control
A little bit of rhythm and a lot of soul
Come on, come on
Do the Loco-Motion with me
[Verse 3]
Yeah, yeah, yeah, yeah
Move around the floor in a Loco-Motion
(Come on, baby, do the Loco-Motion)
Do it holding hands if you get the notion
(Come on, baby, do the Loco-Motion)
There's never been a dance that's so easy to do
It even makes you happy when you're feelin' blue
So come on, come on
Do the Loco-Motion with me

[Outro]
(Come on, do the Loco-Motion) You gotta swing your hips, now (Come on, do the Loco-Motion) That's right
You're doin' fine (come on, do the Loco-Motion)
Come on, baby (come on, do the Loco-Motion)
Mm, jump up, jump back (come on, do the Loco-Motion)
You're lookin' goodYou might also like3Embed"
8,The Sensations,Let Me In,1962,1064553,"3 ContributorsLet Me In LyricsLet me in whee-ooh (whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh, whee-ooh)

I can see the dancin' (let me in)
The silhouettes on the shade
I hear the music (music), all the lovers on parade
Open up (let me in), I want to come in again
I thought you were my friend

Pitter patter of those fee-ee-ee-ee-eet
Movin' and a-groovin' with that be-eat
Jumpin' and stompin on the flo-o-o-o-oor
(Lemme in) Let me in!
(Open up) Open up!
Why don't you open up that door? (let me in)

I-uh (open up) hear music let me in (music)
I want to come in again
Let me in (let me in), a-well I heard it just then
I thought you were my friend

(Whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh, whee-ooh)

Pitter patter of the fee-ee-ee-ee-eet
Movin' and a-groovin' with that be-eat
Jumpin' and stompin on the flo-o-o-o-oor
(Lemme in) Let me in!
(Open up) Open up!
Why don't you open up that door? (let me in)
You might also likeI-uh-I-uh-I (open up) hear music, let me in (music)
Oh I heard it just then
Let me in (let me in)
I want to come in again
I thought you were my friend

(Whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh)
(Hoo-ooh-oop-whee-ooh)
(Hoo-ooh-oop-whee-ooh)
Fade
(Hoo-ooh-oop-whee-ooh)Embed"
9,Chubby Checker,The Twist,1962,75570,"21 ContributorsThe Twist Lyrics[Intro]
Come on, baby, let's, do the twist
Come on, baby, let's do the twist
Take me by my little hand and go like this

[Chorus]
Ee-yah, twist, baby, baby, twist
Ooh-ooh-ooh-yeah just like this
Come on, little miss, and do the twist

[Verse 1]
My daddy is sleepin', and Mama ain't around
Yeah, Daddy's just sleepin', and Mama ain't around
We're gonna twist 'n' twist 'n' twist 'n'
'Til we tear the house down

[Chorus]
Come on and twist, yeah, baby, twist
Ooh-ooh-ooh-yeah just like this
Come on, little miss, and do the twist, ee-yah

[Saxophone Solo]

[Verse 2]
Yeah, you should see my little sis
You should see my, my little sis
She really knows how to rock
She knows how to twist
You might also like[Chorus]
Come on and twist, yeah, baby, twist
Ooh-ooh-ooh-yeah just like this
Come on, little miss, and do the twist

[Outro]
Yeah, mess all 'round
Yeah, twist all night
Twist3Embed"
9,Chubby Checker,The Twist,1962,75570,"21 ContributorsThe Twist Lyrics[Intro]
Come on, baby, let's, do the twist
Come on, baby, let's do the twist
Take me by my little hand and go like this

[Chorus]
Ee-yah, twist, baby, baby, twist
Ooh-ooh-ooh-yeah just like this
Come on, little miss, and do the twist

[Verse 1]
My daddy is sleepin', and Mama ain't around
Yeah, Daddy's just sleepin', and Mama ain't around
We're gonna twist 'n' twist 'n' twist 'n'
'Til we tear the house down

[Chorus]
Come on and twist, yeah, baby, twist
Ooh-ooh-ooh-yeah just like this
Come on, little miss, and do the twist, ee-yah

[Saxophone Solo]

[Verse 2]
Yeah, you should see my little sis
You should see my, my little sis
She really knows how to rock
She knows how to twist
You might also like[Chorus]
Come on and twist, yeah, baby, twist
Ooh-ooh-ooh-yeah just like this
Come on, little miss, and do the twist

[Outro]
Yeah, mess all 'round
Yeah, twist all night
Twist3Embed"
10,The Shirelles,Soldier Boy,1962,1563668,"6 ContributorsSoldier Boy LyricsSoldier boy
Oh my little soldier boy
I'll be true to you

You were my first love
And you'll be my last love
I will never make you blue
I'll be true to you

In the whole world
You can love but one girl
Let me be the one girl
For I'll be true to you

Wherever you go
My heart will follow
I love you so
I'll be true to you

Take my love with you
To any port or foreign shore
Darling you must feel for sure
And I'll be true to you

Soldier boy
Oh my little soldier boy
I'll be true to youYou might also likeEmbed"
